id	summary	status	owner	type	component	version
1697	[patch] magic-removal: the choices keyword for Fields is restricted	closed	adrian	enhancement	Core (Other)	magic-removal
1696	"[magic-removal] [patch] tutorial04.txt ""polls.py""?"	closed	jacob	defect	Documentation	magic-removal
1695	tutorial4.txt(42): create->created	closed	jacob	defect	Documentation	magic-removal
1694	get_list()->objects.all() in tutorial1.txt	closed	jacob	defect	Documentation	magic-removal
1693	get_choice_list->choice_set.all in tutorial3.txt	closed	jacob	defect	Documentation	magic-removal
1686	Relative model import should work within app directory	closed	adrian	defect	Core (Other)	magic-removal
1685	[patch] order_by breaks for column in a custom SELECT	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1683	[patch][magic removal] fixed model objects set-properties to be settable in constructor	closed	adrian	defect	Metasystem	magic-removal
1682	Line 180 in /docs/tutorial04.txt needs a '.html'	closed	jacob	defect	Documentation	magic-removal
1681	[patch][magic-removal] Admin display for OneToOneField is broken	closed	adrian	defect	contrib.admin	magic-removal
1680	docs for django.core.validators missing	closed	jacob	defect	Documentation	magic-removal
1678	[patch] Display of deleted objects in admin uses non-localized field names	closed	adrian	defect	contrib.admin	magic-removal
1677	[magic-removal] [patch] syncdb displays same '<Permission object>' for all created permissions	closed	adrian	defect	Tools	magic-removal
1676	docs/generic_views.txt needs slight update	closed	jacob	defect	Documentation	magic-removal
1674	"[patch] generic update_object does not handle model with pk named other than ""id"""	closed	jacob	defect	Generic views	magic-removal
1670	"Verbose_name missing in some fields of User and Group models, thus no i18n."	closed	hugo	defect	Internationalization	magic-removal
1669	Javascripted widgets don't get translated in M-R	closed	hugo	defect	Internationalization	magic-removal
1666	[patch] [magic-removal] render_to_response '.html' updates for documentation	closed	jacob	defect	Documentation	magic-removal
1663	problem(?) in vote() function of views.py in tutorial04.txt of magic-removal /docs	closed	jacob	defect	Documentation	magic-removal
1662	'string' form references in models don't appear to work	closed	russellm	defect	"Database layer (models, ORM)"	magic-removal
1661	Forward declaration of OneToOneField requires 'to_field' to avoid import failure	closed	russellm	defect	"Database layer (models, ORM)"	magic-removal
1660	"BiDi language tuple, functions and template tags"	closed	hugo	enhancement	Internationalization	magic-removal
1659	[patch] [magic-removal] References to decomissioned &#34;django.models&#34; still exist	closed	adrian	defect	Core (Other)	magic-removal
1655	Default project 'django.middleware.sessions.SessionMiddleware' not changed	closed	adrian	defect	Tools	magic-removal
1651	[patch] django-admin.py should copy permissions of project_template files	closed	adrian	defect	Core (Management commands)	magic-removal
1650	[patch] Allow templates to extend from parents in local context	closed	adrian	enhancement	Template system	magic-removal
1645	[magic-removal] tutorial03.txt: Template names in render_to_response are missing the extension.	closed	jacob	defect	Documentation	magic-removal
1643	Generic views need to be updated for template extension change	closed	jacob	defect	Generic views	magic-removal
1639	[patch] missing backquote in docs/model-api.txt	closed	jacob	defect	Documentation	magic-removal
1637	[patch] [magic-removal] django.contrib.comments still uses old methods	closed	adrian	defect	Core (Other)	magic-removal
1633	Allow including javascript files from different hosts in admin-interface.	closed	adrian	enhancement	contrib.admin	magic-removal
1632	[patch] Markdown test fails	closed	adrian	defect	Tools	magic-removal
1631	[patch] django-admin.py dbclient: execute psql/mysql/sqlite3 client using project's DB settings	closed	adrian	enhancement	"Database layer (models, ORM)"	magic-removal
1627	[patch] A bunch of typos in comments/docs	closed	jacob	defect	Documentation	magic-removal
1623	[patch] Missing import (again) in models/__init__.py	closed	adrian	defect	Metasystem	magic-removal
1620	[magic-removal] form ul.inline floats broken for IE 6	closed	wilson	defect	contrib.admin	magic-removal
1618	[patch] Validator for raw_id_admin uses old model API	closed	adrian	defect	Core (Other)	magic-removal
1617	[patch] Combining raw_id_admin and limit_choices_to broken (again)	closed	adrian	defect	contrib.admin	magic-removal
1616	[patch] order_by breaks with a table_prefix and column descending.	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1614	query.lookup_inner doesn't update tables	closed	adrian	defect	Core (Other)	magic-removal
1609	Typo in db/models/query.py	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1606	"[patch] management.py inspectdb raises ""ValueError: too many values to unpack"""	closed	adrian	defect	Core (Management commands)	magic-removal
1604	FormField.convert_post_data() bug	closed	adrian	defect	Core (Other)	magic-removal
1602	magic-removal: urlify.js blocks out non-English chars	closed	adrian	enhancement	contrib.admin	magic-removal
1601	Exception in saferef.py	closed	adrian	Bug	Core (Other)	magic-removal
1598	[magic-removal] References to get_object() instead of get()	closed	adrian	defect	Core (Other)	magic-removal
1596	connection.close	closed	adrian	defect	Core (Management commands)	magic-removal
1592	[patch] ReverseSingleRelatedObjectDescriptor should use limit_choices_to	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1590	mysql and postgresql backends get_last_insert_id() do extra queries	closed	adrian	enhancement	Core (Other)	magic-removal
1586	[patch] cooler version of django.template.loaders.app_directories	closed	adrian	enhancement	Template system	magic-removal
1585	[patch] [magic-removal] Admin app could use some better tables	closed	adrian	enhancement	contrib.admin	magic-removal
1582	AnonymousUser doesn't act like descriptor - has old get_group_list behaviour	closed	russellm	defect	Tools	magic-removal
1579	Exclude in limit_choices_to doesn't work	closed	adrian	defect	Core (Other)	magic-removal
1573	[patch] Search icon on admin change_list page should be clickable to focus search field	closed	adrian	defect	contrib.admin	magic-removal
1571	[magic-removal] Breadcrumbs missing on admin delete confirmation page	closed	adrian	defect	contrib.admin	magic-removal
1564	Filename not accessible post save	closed	adrian	defect	Core (Other)	magic-removal
1563	[patch] generic views should accept `manipulator` parameter	closed	jacob	enhancement	Generic views	magic-removal
1562	[patch] inspectdb: set blank and null attributes	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1561	[patch] enhance inspectdb to reorder models and get a functional model immediately	closed	adrian	enhancement	"Database layer (models, ORM)"	magic-removal
1555	[patch][magic-removal] Fix to allow for sending email on non-standard SMTP ports.	closed	adrian	defect	Core (Other)	magic-removal
1554	[patch] shortcuts.get_list_or_404 uses old model API	closed	adrian	defect	Core (Other)	magic-removal
1549	[patch] django-admin.py diffsettings: display differences between project settings and default settings	closed	adrian	enhancement	Core (Management commands)	magic-removal
1547	Wrong column name in SQL ORDER BY statement	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1544	[patch] django-admin.py inspectdb shouldn't require dbname	closed	adrian	defect	Core (Management commands)	magic-removal
1543	[patch] syncdb bug with importing initial sql data	closed	adrian	defect	Tools	magic-removal
1537	ImageField height_field and width_field does not update after changing the image	closed	adrian	defect	Core (Other)	magic-removal
1536	[patch] FilePathField with recurive option loses subdirectory	closed	adrian	defect	Validators	magic-removal
1535	[patch] ManyToMany query problems on magic-removal	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1533	[Patch]MultiThread suport for sqlite[magic-removal]	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1525	Wildcard imports should be converted to explicit form	closed	adrian	task	Core (Other)	magic-removal
1523	contrib.comments's templatetag stil use  django.core.template package and can't load	closed	adrian	defect	Core (Other)	magic-removal
1512	Paginator still uses old api style in magic removal version	closed	adrian	enhancement	Template system	magic-removal
1503	"model validation does not report duplicate auto-generated ""id"" column"	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1502	Make (?P) url parameters available to filter a generic view's queryset.	closed	jacob	enhancement	Generic views	magic-removal
1492	Typo in transations.txt	closed	jacob	defect	Documentation	magic-removal
1489	[magic-removal][patch] Deleting objects with one-to-one relations broken in admin	closed	adrian	defect	contrib.admin	magic-removal
1487	docs/model-api for ForeignKeyField lacks option to specify model name	closed	jacob	defect	Documentation	magic-removal
1485	[patch] Admin template updates for changes to LogEntry model	closed	adrian	defect	contrib.admin	magic-removal
1483	"[patch] inspection for mysql with foreign keys, latest patch should work"	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1482	[patch] Small correction in MySQL SET NAMES statement	closed	adrian	enhancement	contrib.admin	magic-removal
1481	[patch] Using alternate MySQL unix socket	closed	adrian	enhancement	"Database layer (models, ORM)"	magic-removal
1478	"[patch] [magic-removal] Generic views, keeping up with the changes"	closed	jacob	defect	Generic views	magic-removal
1475	"[patch] Log DB queries for failed actions, too"	closed	adrian	enhancement	"Database layer (models, ORM)"	magic-removal
1472	[patch] commit_on_success hides original exception traceback	closed	adrian	defect	Core (Other)	magic-removal
1471	[patch] manage.py installperms fails for apps without model classes	closed	adrian	defect	Core (Other)	magic-removal
1469	Move django.forms to django.form.fields	closed	adrian	defect	Validators	magic-removal
1467	WSGIRequest' object has no attribute '_user_source'	closed	adrian	defect	Core (Other)	magic-removal
1464	[magic-removal] [patch] Need to update tutorials	closed	jacob	task	Documentation	magic-removal
1463	[patch] [magic-removal] Return None when accessing a non-existent relation entry	closed	adrian	defect	Core (Other)	magic-removal
1460	[patch] [magic-removal] pub_date__lt does not behave as expected with SQLite	closed	adrian	defect	Tools	magic-removal
1459	[patch] [magic-removal] m2m problems with SQLite	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1455	[patch] magic-removal: update invalid models tests to expect new-style errors	closed	adrian	defect	Core (Other)	magic-removal
1447	[magic-removal] [patch] Old-style DB API fixes	closed	jacob	defect	Generic views	magic-removal
1439	Error in transaction docs	closed	jacob	defect	Documentation	magic-removal
1438	[patch] initial sql data for syncdb	closed	adrian	enhancement	Core (Other)	magic-removal
1437	[patch] Allow models to live outside models.py	closed	adrian	defect	Metasystem	magic-removal
1435	[patch] Add aggregate function support.	closed	adrian	enhancement	"Database layer (models, ORM)"	magic-removal
1434	[patch] magic-removal: object pagination doctest	closed	jacob	enhancement	Documentation	magic-removal
1433	[magic-removal] manage.py installperms fails	closed	adrian	defect	Core (Management commands)	magic-removal
1426	patch: core.js String.prototype.pad_left sets/overrides global variable 'new_string'	closed	adrian	defect	contrib.admin	magic-removal
1425	"[patch] Update ""View on site"" redirect handler to new model API"	closed	adrian	defect	contrib.admin	magic-removal
1423	[patch] MySQL get_data_trunc_sql using DATE_FORMAT() instead	closed	adrian	enhancement	"Database layer (models, ORM)"	magic-removal
1422	"[patch] Little, easy improvement: model docstrings for admin documentation"	closed	adrian	enhancement	contrib.admin	magic-removal
1420	[patch] Enabling pastebin friendly exceptions on the template for debug purposes.	closed	adrian	enhancement	Core (Other)	magic-removal
1419	"[magic-removal] sqlclear tries to find app by field ""package"" of table ""django_content_type"""	closed	adrian	defect	Core (Management commands)	magic-removal
1418	[patch] management.py fixes for sqlclear	closed	adrian	defect	contrib.admin	magic-removal
1417	[patch] LogEntry use old style content type object in get_admin_url	closed	adrian	defect	Core (Other)	magic-removal
1414	"[magic-removal] [patch] LazyDate.strftime missing, admin add user does not work"	closed	adrian	defect	contrib.admin	magic-removal
1413	[magic-removal] [patch] ImportError raised for Models not in INSTALLED_APPS has invalid module path	closed	adrian	defect	Core (Other)	magic-removal
1410	[magic-removal] request.user should lazy load	closed	adrian	defect	Core (Other)	magic-removal
1409	[patch] Allow callable defaults for fields	closed	jkocherhans	enhancement	"Database layer (models, ORM)"	magic-removal
1408	[patch] admin doc should have a module description	closed	adrian	enhancement	contrib.admin	magic-removal
1407	"Clarify add(), create(), remove() on ManyRelatedObjectsDescriptor for ForeignKeys   "	closed	russellm	enhancement	Core (Other)	magic-removal
1405	[patch] [magic-removal]  python on windows has no module 'pwd'	closed	adrian	defect	Core (Other)	magic-removal
1396	[magic-removal][patch] Not checking for silent_variable_failure in related object lookups	closed	russellm	defect	Template system	magic-removal
1392	"[magic-removal]  ""Can't create table '.\\project\\#sql-f6c_e.frm' (errno: 150)"")"	closed	adrian	defect	"Database layer (models, ORM)"	magic-removal
1389	Bug in admin stylesheet? (magic-removal)	closed	adrian	defect	contrib.admin	magic-removal
1388	"[magic-removal] [patch] Old-style DB API fixes (manipulators, generic views)"	closed	jacob	defect	Generic views	magic-removal
